month;party;VI;NSI;SR;WSI;ASI;SupportSum;RejectSum;SupportDist;RejectDist
2025-01;SPD;0.09522542596472558;-0.762708575863407;0.07535755952123753;-0.07262924902354215;0.01805869074492099;1744;21399;0.05408087323244853;0.1029753569417777
2025-02;AfD;0.15398600198188217;-0.22224474284266532;0.37384951679705475;-0.034222579411833556;0.30377358490566037;12998;21770;0.32200366645196454;0.11588725346676958
2025-02;B90/GRÜNE;0.21948564695968353;-0.6547574610284577;0.13852253100957765;-0.1437098649355108;0.17358490566037735;7058;43894;0.17485012138928802;0.23365893907535068
2025-02;BSW;0.05048337637814936;-0.5643740340030912;0.1610507750858628;-0.02849150677663252;0.035849056603773584;1735;9038;0.042981717286825545;0.04811157541721008
2025-02;CDU/CSU;0.28869156763758086;-0.6709775939890267;0.12291334396597554;-0.19370557345838435;0.23962264150943396;8092;57743;0.20046573849279095;0.3073806925554284
2025-02;FDP;0.12299763578623762;-0.5645954261426713;0.186994443272139;-0.06944390259127191;0.10716981132075472;5317;23117;0.13171976415795472;0.1230576774640015
2025-02;LINKE;0.06979502344707048;-0.5693683622135272;0.17729058420985933;-0.03973907819071324;0.10679245283018868;2798;12984;0.06931576078878264;0.06911713821830667
2025-02;SPD;0.094560747809396;-0.6989438072448222;0.10924020851593855;-0.06609264908981671;0.03320754716981132;2368;19309;0.058663231432393596;0.10278672380293312
2025-03;AfD;0.16054913888774713;-0.5413466461853559;0.19427442286375246;-0.08691273788482881;0.3707533234859675;4031;16718;0.2970523212969786;0.1423971925999114
2025-03;B90/GRÜNE;0.12393302916957814;-0.7071472002653253;0.102034467740932;-0.08763889459766808;0.08124076809453472;1640;14433;0.1208548268238762;0.12293448264113659
2025-03;BSW;0.05297518736213298;-0.6443812233285917;0.1353724571930338;-0.034136216038472604;0.0930576070901034;925;5908;0.0681650700073692;0.05032196518006201
2025-03;CDU/CSU;0.4333305931193226;-0.7673859773930914;0.07685199714071517;-0.3325318207351994;0.33234859675036926;4408;52949;0.324834193072955;0.45099826241013935
2025-03;FDP;0.021736747639990683;-0.5940750078789789;0.16254923021840315;-0.012913258525490842;0.014771048744460856;454;2339;0.03345615327929256;0.01992266021600627
2025-03;LINKE;0.08549467713428419;-0.7159455128205128;0.09323499954475098;-0.06120953046432926;0.05465288035450517;1024;9959;0.0754605747973471;0.08482675206977616
2025-03;SPD;0.12198062668694425;-0.7868134336740424;0.06721858396144817;-0.09597599572526613;0.053175775480059084;1088;15098;0.08017686072218128;0.12859868488296822
